package,cve,cwes,severity,first_affected_version,first_affected_date,disclosed_date,mitigation_version,mitigation_date,disclosure_lag_days,time_to_fix_from_first_days,time_to_fix_from_disclosure_days,fix_semver_type
mammoth,CVE-2025-11849,,moderate,0.3.25,2015-12-10,2025-10-17,1.11.0,2025-09-19,3599.0,3571.0,-28.0,major
llama-index-cli,CVE-2025-1753,,high,0,,2025-05-28,0.4.1,2025-02-27,,,-90.0,minor
check-jsonschema,CVE-2024-53848,,moderate,0,,2024-12-02,0.30.0,2024-11-29,,,-3.0,minor
luigi,CVE-2024-21542,,high,0,,2024-12-10,3.6.0,2024-12-06,,,-4.0,major
luigi,CVE-2024-21542,,unknown,0,,2024-12-10,3.6.0,2024-12-06,,,-4.0,major
pdoc,CVE-2024-38526,,high,0,,2024-06-25,14.5.1,2024-06-25,,,0.0,major
dash-core-components,CVE-2024-21485,,moderate,0,,2024-02-02,2.0.0,2021-09-03,,,-882.0,major
sglang,CVE-2025-10164,,moderate,0,,2025-09-09,0.5.4,2025-10-24,,,45.0,minor
dash-html-components,CVE-2024-21485,,moderate,0,,2024-02-02,2.0.0,2021-09-03,,,-882.0,major
open-webui,CVE-2024-7033,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7053,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7037,,moderate,0,,2024-10-09,,,,,,
open-webui,,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-6706,,moderate,0,,2024-08-08,,,,,,
open-webui,CVE-2024-7983,,high,0,,2025-03-20,,,,,,
open-webui,,,high,0,,2025-03-20,0.4.7,2024-12-01,,,-109.0,minor
open-webui,CVE-2024-7806,,high,0,,2025-03-20,0.3.33,2024-10-24,,,-147.0,minor
open-webui,CVE-2024-8053,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7045,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-12537,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7034,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-8060,,high,0,,2025-03-20,0.5.17,2025-02-27,,,-21.0,minor
open-webui,CVE-2024-12534,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7990,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7046,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7044,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7043,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7038,,low,0,,2024-10-09,,,,,,
open-webui,CVE-2024-7035,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7039,,high,0,,2025-03-20,,,,,,
open-webui,,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7036,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7959,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7041,,moderate,0,,2024-10-09,,,,,,
paddlepaddle,CVE-2023-52313,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-0818,,critical,0,,2024-03-07,,,,,,
paddlepaddle,CVE-2023-52303,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52314,,critical,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52304,,high,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52302,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52309,,high,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-38677,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-0521,,critical,0,,2024-01-20,2.6.0,,,,,major
paddlepaddle,CVE-2024-0817,,high,0,,2024-03-07,,,,,,
paddlepaddle,CVE-2023-52307,,high,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52310,,critical,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-38675,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-1603,,high,0,,2024-03-23,,,,,,
paddlepaddle,CVE-2023-38678,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-0917,,critical,0,,2024-03-07,,,,,,
paddlepaddle,CVE-2023-52312,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-0815,,high,0,,2024-03-07,,,,,,
paddlepaddle,CVE-2023-52311,,critical,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52306,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52305,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52308,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-38676,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-38674,,moderate,0,,2024-01-03,2.6.0,,,,,major
quart,CVE-2024-49767,,moderate,0,,2024-10-25,0.20.0,2024-12-23,,,59.0,minor
aws-sam-cli,CVE-2025-3048,,moderate,0,,2025-03-31,1.134.0,2025-02-18,,,-41.0,major
aws-sam-cli,CVE-2025-3047,,moderate,0,,2025-03-31,1.133.0,2025-02-07,,,-52.0,major
aws-sam-cli,,,moderate,0,,2024-09-11,1.122.0,2024-08-17,,,-25.0,major
ydata-profiling,CVE-2024-37063,,high,3.7.0,,2024-06-04,,,,,,
ydata-profiling,CVE-2024-37064,,high,3.7.0,,2024-06-04,,,,,,
ydata-profiling,CVE-2024-37062,,high,3.7.0,,2024-06-04,,,,,,
rembg,CVE-2025-25302,,high,0,,2025-03-11,,,,,,
rembg,CVE-2025-25301,,moderate,0,,2025-03-11,,,,,,
browser-use,CVE-2025-47241,,critical,0,,2025-05-05,0.1.45,2025-05-03,,,-2.0,minor
apache-airflow-providers-mongo,CVE-2024-25141,,critical,0,,2024-02-20,4.0.0,2024-02-15,,,-5.0,major
opencv-contrib-python-headless,,,high,0,,2024-08-30,4.8.1.78,2023-09-28,,,-337.0,major
red-discordbot,CVE-2024-39905,,moderate,3.5.0,2023-05-04,2024-07-11,3.5.10,2024-07-10,434.0,433.0,-1.0,patch
deepspeed,CVE-2024-43497,,high,0,,2024-10-08,0.15.1,2024-09-05,,,-33.0,minor
restrictedpython,CVE-2024-47532,,high,0,,2024-09-30,,,,,,
restrictedpython,CVE-2025-22153,,high,6.0,2022-11-03,2025-01-23,,,812.0,,,
signxml,CVE-2025-48994,,moderate,0,,2025-06-05,4.0.4,2025-06-01,,,-4.0,major
signxml,CVE-2025-48995,,moderate,0,,2025-06-05,4.0.4,2025-06-01,,,-4.0,major
litestar,,,low,0,,2025-08-11,2.17.0,2025-08-10,,,-1.0,major
litestar,CVE-2024-32982,,high,2.0.0,2023-08-21,2024-05-06,2.8.3,2024-05-06,259.0,259.0,0.0,minor
litestar,CVE-2024-52581,,high,0,,2024-11-20,2.13.0,2024-11-20,,,0.0,major
litestar,CVE-2025-59152,,high,2.17.0,2025-08-10,2025-10-06,2.18.0,2025-10-05,57.0,56.0,-1.0,minor
pymatgen,CVE-2024-23346,,critical,0,,2024-02-21,2024.2.20,2024-02-21,,,0.0,major
mitmproxy,,,moderate,0,,2025-08-25,12.1.2,2025-08-24,,,-1.0,major
mitmproxy,CVE-2025-23217,,high,0,,2025-02-06,11.1.2,2025-02-06,,,0.0,major
anki,CVE-2024-26020,,high,0,,2024-07-22,,,,,,
anki,CVE-2024-32152,,low,0,,2024-07-22,,,,,,
anki,CVE-2024-29073,,moderate,0,,2024-07-22,,,,,,
adyen,,,moderate,2.2.0,2019-12-27,2024-08-30,7.1.0,2022-07-14,1708.0,930.0,-778.0,major
pydrive2,CVE-2023-49297,,low,0,,2023-12-05,1.16.2,2023-11-28,,,-7.0,major
embedchain,CVE-2024-23732,,moderate,0,,2024-01-21,0.1.57,2024-01-08,,,-13.0,minor
embedchain,CVE-2024-23731,,critical,0,,2024-01-21,0.1.57,2024-01-08,,,-13.0,minor
embedchain,CVE-2024-23731,,unknown,0,,2024-01-21,0.1.57,2024-01-08,,,-13.0,minor
embedchain,CVE-2024-23732,,unknown,0,,2024-01-21,0.1.57,2024-01-08,,,-13.0,minor
agno,CVE-2025-64168,,high,2.0.0,2025-09-09,2025-10-31,2.2.2,2025-10-29,52.0,50.0,-2.0,minor
sqlitedict,CVE-2024-35515,,high,0,,2024-09-18,,,,,,
rpyc,CVE-2024-27758,,high,4.0.0,2018-06-11,2024-03-06,6.0.0,2024-02-23,2095.0,2083.0,-12.0,major
rpyc,CVE-2024-27758,,unknown,0,,2024-03-12,6.0.0,2024-02-23,,,-18.0,major
copier,CVE-2025-55201,,high,0,,2025-08-18,9.9.1,2025-08-18,,,0.0,major
copier,CVE-2025-55214,,moderate,7.1.0,2023-04-07,2025-08-18,9.9.1,2025-08-18,864.0,864.0,0.0,major
crawl4ai,CVE-2025-28197,,moderate,0,,2025-04-18,,,,,,
qiskit,CVE-2025-2000,,critical,0,,2025-03-14,1.4.2,2025-03-14,,,0.0,major
qiskit,CVE-2025-1403,,high,0.45.0,2023-11-03,2025-02-21,1.3.0,2024-11-28,476.0,391.0,-85.0,major
js2py,CVE-2024-28397,,high,0,,2024-06-20,,,,,,
ibis-framework,,,critical,0,,2023-11-17,7.1.0,2023-11-16,,,-1.0,major
langgraph-checkpoint-sqlite,CVE-2025-8709,,high,0,,2025-10-26,2.0.11,2025-07-25,,,-93.0,major
langgraph-checkpoint-sqlite,CVE-2025-64104,,high,0,,2025-10-29,2.0.11,2025-07-25,,,-96.0,major
sqlite-vec,CVE-2024-46488,,high,0,,2024-09-25,0.1.3,2024-09-26,,,1.0,minor
meraki,,,high,0,,2023-12-13,1.40.1,2023-12-12,,,-1.0,major
httpie,CVE-2023-48052,,high,0,,2023-11-16,3.2.3,2024-07-10,,,237.0,major
python-openstackclient,CVE-2023-6110,,moderate,0,,2024-11-17,6.3.0,2023-09-15,,,-429.0,major
usd-core,,,critical,0,,2025-09-04,,,,,,
usd-core,,,moderate,0,,2025-10-29,,,,,,
lief,CVE-2024-31636,,low,0,,2024-05-03,0.15.0,2024-07-21,,,79.0,minor
kedro,CVE-2024-9701,,critical,0,,2025-03-20,0.19.9,2024-10-10,,,-161.0,minor
kedro,CVE-2024-12215,,high,0,,2025-03-20,,,,,,
spotipy,CVE-2025-27154,,high,0,,2025-02-28,2.25.1,2025-02-27,,,-1.0,major
homeassistant,CVE-2023-50715,,moderate,0,,2023-12-15,2023.12.3,2023-12-14,,,-1.0,major
homeassistant,CVE-2025-25305,,high,0,,2025-02-18,2024.1.6,2024-01-31,,,-384.0,major
homeassistant,CVE-2025-62172,,high,2025.1.0,2025-01-03,2025-10-14,2025.10.2,2025-10-10,284.0,280.0,-4.0,minor
openexr,CVE-2025-48072,,moderate,3.3.2,2024-11-11,2025-07-31,3.3.3,2025-03-24,262.0,133.0,-129.0,patch
openexr,CVE-2025-48071,,high,3.3.0,2024-09-30,2025-07-31,3.3.3,2025-03-24,304.0,175.0,-129.0,patch
openexr,CVE-2025-48073,,moderate,3.3.2,2024-11-11,2025-07-31,3.3.3,2025-03-24,262.0,133.0,-129.0,patch
openexr,CVE-2025-48074,,moderate,3.3.2,2024-11-11,2025-07-31,3.3.3,2025-03-24,262.0,133.0,-129.0,patch
skops,CVE-2025-54886,,high,0,,2025-08-07,0.13.0,2025-08-06,,,-1.0,minor
skops,CVE-2025-54413,,high,0,,2025-07-25,0.12.0,2025-07-25,,,0.0,minor
skops,CVE-2025-54412,,high,0,,2025-07-25,0.12.0,2025-07-25,,,0.0,minor
skops,CVE-2024-37065,,high,0.6,,2024-06-04,,,,,,
feast,CVE-2024-11602,,high,0,,2025-03-20,,,,,,
clearml,CVE-2025-8917,,moderate,0,,2025-10-05,2.0.2,2025-07-10,,,-87.0,major
clearml,CVE-2024-24590,,high,0.17.0,2020-12-22,2024-02-06,,,1141.0,,,
clearml,CVE-2024-24595,,moderate,0,,2024-02-06,,,,,,
clearml,CVE-2024-24591,,high,0.17.0,2020-12-22,2024-02-06,,,1141.0,,,
